uploader,n,mean_label_quality_score,clean_rate,noisy_top_mismatch_rate,pseudo_label_rate,same_class_rate,dominant_class,dominant_top
yuliana_yurukova,2,0.2500160431684199,0.0,0.0,0.5,0.0,ss-n,ss
marlocarlo,2,0.25054104021878737,0.0,0.0,0.5,0.0,is-w,is
JHazen,1,0.2506002973781446,0.0,0.0,0.0,0.0,ss-n,ss
pinkuser410990548,1,0.25063429769999995,0.0,0.0,0.0,0.0,ss-i,ss
Digitalwerk,19,0.2506684382250568,0.0,0.0,0.9473684210526315,0.05263157894736842,ss-n,ss
StephanBrenn,1,0.2508816437752264,0.0,0.0,0.0,0.0,fx-a,fx
xhakhe,19,0.25092692841795067,0.0,0.47368421052631576,0.42105263157894735,0.05263157894736842,ss-u,ss
ProConTech,1,0.25173791341588564,0.0,0.0,0.0,0.0,ss-n,ss
magnuswaker,8,0.2519475636242007,0.0,0.125,0.0,0.0,fx-el,fx
Maniac04,1,0.25228016293681377,0.0,0.0,0.0,0.0,ss-u,ss
tommasobanfi,4,0.25228883334052654,0.0,0.0,0.5,0.0,ss-n,ss
CarsonFenech,1,0.2528225606438625,0.0,0.0,0.0,0.0,ss-i,ss
lukemeney,11,0.25297143881278095,0.0,0.0,0.2727272727272727,0.09090909090909091,fx-o,fx
charleadlard,1,0.25299014353838434,0.0,0.0,0.0,0.0,fx-o,fx
antichoir,1,0.2530899509350117,0.0,0.0,0.0,0.0,fx-o,fx
ThePeasantJoe,1,0.25349789954727847,0.0,0.0,0.0,0.0,fx-v,fx
kodshin,1,0.25354199922,0.0,0.0,0.0,0.0,fx-h,fx
rarebones,3,0.2536721328180992,0.0,0.0,0.3333333333333333,0.0,ss-u,ss
Elth2010,1,0.25369198775486446,0.0,0.0,0.0,0.0,fx-m,fx
dpmart1970,1,0.25371251666399136,0.0,0.0,0.0,0.0,fx-ex,fx
aatienza,1,0.25378697071812045,0.0,0.0,0.0,0.0,ss-n,ss
submergent,3,0.2540620569829961,0.0,0.0,0.0,0.0,fx-m,fx
derjuli,22,0.25472394873364973,0.0,0.13636363636363635,0.7272727272727273,0.0,ss-n,ss
ManDaKi,3,0.25474777452059594,0.0,0.0,0.0,0.3333333333333333,is-p,is
robert_gould,1,0.25520307469927495,0.0,0.0,0.0,0.0,ss-n,ss
kallonen,21,0.2557591676766507,0.0,0.42857142857142855,0.047619047619047616,0.047619047619047616,ss-u,ss
Zaccattack,2,0.2561465146975262,0.0,0.0,0.0,0.0,fx-h,fx
vendredius,1,0.2565835334494733,0.0,0.0,0.0,0.0,ss-n,ss
Simonus18,1,0.2567725641603719,0.0,0.0,0.0,0.0,fx-a,fx
bittermelonheart,1,0.25691196190443283,0.0,0.0,0.0,0.0,ss-n,ss
crokomoko,34,0.2575573362552403,0.029411764705882353,0.0,0.058823529411764705,0.08823529411764706,m-sp,m
ILOVEMCDONALDS1234,1,0.2581597229762125,0.0,0.0,0.0,0.0,fx-el,fx
Saturnity,1,0.25824098441349597,0.0,0.0,0.0,0.0,ss-n,ss
PodcastAC,3,0.25836238073975915,0.0,0.0,1.0,0.0,ss-n,ss
MattUCSLZ,1,0.2585143456880508,0.0,0.0,0.0,0.0,ss-n,ss
ChrisReierson,1,0.2588500742814904,0.0,0.0,0.0,0.0,sp-c,sp
Seelenrot,1,0.25891110657490723,0.0,0.0,0.0,0.0,ss-n,ss
BonBonMongoowe,1,0.2595557893004809,0.0,0.0,0.0,0.0,fx-a,fx
borQue,1,0.2601144925859341,0.0,0.0,0.0,0.0,fx-a,fx
nelsonworkerpoint,3,0.26067403424362273,0.0,0.0,0.3333333333333333,0.0,is-w,fx
Alicessssss,1,0.2608007288484505,0.0,0.0,0.0,0.0,ss-n,ss
madeil,1,0.2611477518386599,0.0,0.0,0.0,0.0,fx-o,fx
J0b1Z,9,0.261158874261665,0.0,0.0,0.2222222222222222,0.0,fx-n,fx
IvanMK10,4,0.2612049894017156,0.0,0.0,0.25,0.0,fx-el,fx
jaxonet,1,0.2615848701135721,0.0,0.0,0.0,0.0,fx-o,fx
v15.4n7hr0p05,3,0.2633425217164883,0.0,0.0,0.6666666666666666,0.0,ss-u,ss
bjorndobbelaere,1,0.2642803583670986,0.0,0.0,0.0,0.0,ss-n,ss
insensatussound,5,0.26466589494329584,0.0,0.0,0.4,0.0,fx-el,fx
CoolGuy_3000,1,0.26472948817282776,0.0,0.0,0.0,0.0,fx-h,fx
willerworld,6,0.26497925102436176,0.0,0.0,0.6666666666666666,0.16666666666666666,ss-i,ss
rosiesflimsybones,1,0.265240649238294,0.0,0.0,0.0,0.0,ss-n,ss
microdac,1,0.2663112549902601,0.0,0.0,0.0,0.0,fx-a,fx
mariappf1998,1,0.26804931621915096,0.0,0.0,0.0,0.0,sp-c,sp
The_Sample_Workshop,5,0.2685702378145768,0.0,0.0,0.2,0.2,fx-n,fx
theadventurer0637,1,0.2692434505226452,0.0,0.0,0.0,0.0,ss-n,ss
lonemonk,8,0.2696870374233613,0.0,0.0,0.5,0.125,ss-i,ss
Saraselva,1,0.26979855572492883,0.0,0.0,0.0,0.0,ss-n,ss
thebaldwins,1,0.26991508564411704,0.0,0.0,0.0,0.0,ss-n,ss
Jaeblo,2,0.27003872961669095,0.0,0.0,0.0,0.0,fx-h,fx
nic_navr08,5,0.27039456721878546,0.0,0.0,0.2,0.0,fx-el,fx
charonfaustinus,11,0.2709637246763363,0.0,0.0,0.5454545454545454,0.0,fx-m,fx
angelkunev,2,0.27121687188583754,0.0,0.0,0.0,0.0,fx-el,fx
Filo1995,1,0.27225708141133786,0.0,0.0,0.0,0.0,sp-s,sp
NRsaw08,1,0.2728085431516701,0.0,0.0,0.0,0.0,fx-o,fx
charlieknight07@yahoo.co.jp,2,0.2729649705611101,0.0,0.0,1.0,0.0,is-k,is
keng-wai-chane-chick-te,14,0.27371016382715524,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.21428571428571427,ss-u,ss
mahecic,9,0.27388702227850686,0.0,0.0,0.5555555555555556,0.0,fx-n,fx
Zencilia,1,0.27410741062667393,0.0,0.0,0.0,0.0,ss-n,ss
Najmeh.Akbari,26,0.2742980590281914,0.0,0.038461538461538464,0.0,0.15384615384615385,ss-u,ss
Jack_I_E,1,0.27430271923661753,0.0,0.0,0.0,0.0,m-sp,m
Edimar_Ramide,3,0.274457437694189,0.0,0.0,0.6666666666666666,0.0,fx-m,fx
AlexMarambio,1,0.2753083099216987,0.0,0.0,0.0,0.0,fx-o,fx
BlaiseMW,12,0.27536888177253094,0.0,0.16666666666666666,0.25,0.08333333333333333,ss-u,ss
Nakaduck,1,0.2755815492466539,0.0,0.0,0.0,0.0,ss-n,ss
OozerName,2,0.276074518307575,0.0,0.0,0.0,0.0,fx-a,fx
Kiri_Sound1,2,0.27625658731515157,0.0,0.0,0.5,0.0,fx-ex,fx
SoapBoxRocket,18,0.2764482250065239,0.0,0.0,0.05555555555555555,0.16666666666666666,fx-ex,fx
Johnny_Stamos4,1,0.27646987823968083,0.0,0.0,0.0,0.0,fx-o,fx
benfractal,3,0.2770035829706003,0.0,0.0,0.0,0.0,fx-o,fx
forestw97,1,0.2771441701679258,0.0,0.0,0.0,0.0,ss-i,ss
RobertRB,7,0.27722369548917475,0.0,0.0,0.5714285714285714,0.0,fx-h,fx
Stomachsfx,1,0.2774325250879651,0.0,0.0,0.0,0.0,fx-h,fx
venturaixe,1,0.2779366005,0.0,0.0,0.0,0.0,fx-h,fx
IDeadIFoxI,1,0.2780868340192595,0.0,0.0,0.0,0.0,is-p,is
Sticks5611,2,0.2790416456384189,0.0,0.0,0.5,0.0,fx-h,fx
fabiobraga,2,0.27919143335650265,0.0,0.5,0.0,0.0,ss-n,ss
JoaoR77,1,0.27930169303644664,0.0,0.0,0.0,0.0,ss-n,ss
gg3137,1,0.27939815424025893,0.0,0.0,0.0,0.0,ss-n,ss
Sauris,3,0.27940040809223166,0.0,0.0,0.0,0.3333333333333333,is-e,is
telescapes,5,0.2800201903643402,0.0,0.0,0.6,0.0,fx-el,fx
cupido-1,1,0.28084934227535197,0.0,0.0,0.0,0.0,fx-v,fx
CannibalEdgy,1,0.2808695584143169,0.0,0.0,0.0,0.0,sp-c,sp
HtetMyat1997,3,0.282438246158665,0.0,0.0,0.3333333333333333,0.0,fx-v,fx
MELIS12-Creator,5,0.28270793844731246,0.0,0.0,0.0,0.0,fx-h,fx
somewhereinjp,2,0.28279388537403394,0.0,0.0,0.0,0.5,ss-u,ss
djpaine,1,0.28286960645250064,0.0,0.0,0.0,0.0,ss-n,ss
gingernuts73,2,0.2832917573014886,0.0,0.0,1.0,0.0,m-si,m
sapperlapje,2,0.28459042384771566,0.0,0.0,0.0,0.0,fx-m,fx
MaxW_OfficialDev,1,0.28466239089633305,0.0,0.0,0.0,0.0,is-s,is
okpato123,3,0.28500076495570087,0.0,0.0,0.3333333333333333,0.0,fx-el,fx
Gorkovoy,3,0.2854498594563662,0.0,0.0,0.3333333333333333,0.3333333333333333,is-s,is
vecho_music,2,0.2857627516086655,0.0,0.0,0.0,0.0,m-m,m
jalastram,42,0.28618817236111704,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.14285714285714285,is-e,is
Moss___6,1,0.2866367646557219,0.0,0.0,0.0,0.0,fx-h,fx
vmochi,1,0.2866482994053693,0.0,0.0,0.0,0.0,fx-ex,fx
FrédéricDubois,13,0.2875329135368053,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,ss-n,ss
MarioV360,6,0.2875573592478426,0.0,0.0,0.6666666666666666,0.0,fx-m,fx
PseudoTOM,1,0.28774867099568185,0.0,0.0,0.0,0.0,fx-a,fx
ben.jablonski,7,0.2883537110212203,0.0,0.0,0.8571428571428571,0.14285714285714285,ss-n,ss
rafa_teck,1,0.28918137483342976,0.0,0.0,0.0,0.0,is-k,is
STTTL,19,0.28928350075365467,0.0,0.10526315789473684,0.0,0.15789473684210525,fx-el,fx
shiyang96,1,0.289910994651307,0.0,0.0,0.0,0.0,fx-n,fx
bluebeangames,1,0.2905776780893322,0.0,0.0,1.0,0.0,fx-m,fx
Department64,13,0.29328944532257845,0.0,0.0,0.6923076923076923,0.0,fx-m,fx
ℛ𝓎𝓃𝒾𝒾-𝒞𝒽𝒶𝓃,3,0.2933484425754,0.0,0.0,1.0,0.0,m-m,m
FRDaRealdeal,1,0.29376240381261826,0.0,0.0,0.0,0.0,fx-v,fx
gulfstreamav,3,0.29445643002445737,0.0,0.0,0.3333333333333333,0.0,fx-h,fx
psylliumhuskcaps,1,0.2951003997596141,0.0,0.0,0.0,0.0,fx-el,fx
SubSystemV,9,0.29533167501362534,0.0,0.0,0.1111111111111111,0.1111111111111111,fx-ex,fx
Bikkit99,3,0.2954104348669187,0.0,0.0,0.6666666666666666,0.0,fx-h,fx
Farnaz.Delirie,26,0.2965703026912315,0.038461538461538464,0.11538461538461539,0.0,0.19230769230769232,ss-u,ss
HMTSCCSound,1,0.2980288833193231,0.0,0.0,1.0,0.0,fx-m,fx
Iamnotthe1,1,0.2984213438383723,0.0,0.0,0.0,0.0,fx-h,fx
JohnLaVine333,8,0.2989836192811265,0.25,0.125,0.0,0.25,is-e,is
yo.yo,1,0.2991499192200438,0.0,0.0,0.0,0.0,m-m,m
Hoody468,6,0.2998244773990439,0.0,0.0,0.16666666666666666,0.0,sp-s,sp
bdgdoherty,5,0.30036151945982786,0.0,0.0,0.8,0.2,ss-n,ss
DiscordantScraps,162,0.30056802479639794,0.11728395061728394,0.04938271604938271,0.12962962962962962,0.17901234567901234,fx-el,fx
sniffin_fer_sounds,1,0.30095023147654837,0.0,0.0,0.0,0.0,ss-n,ss
liminalareas,1,0.30134981993549664,0.0,0.0,0.0,0.0,fx-h,fx
JunkieMoon,1,0.30137758055019415,0.0,0.0,0.0,0.0,fx-o,fx
ar.che.type,1,0.3015071783591685,0.0,0.0,0.0,0.0,sp-s,sp
manoel98,1,0.30162559639370234,0.0,0.0,1.0,0.0,m-si,m
Synkopate,1,0.30172496432351936,0.0,0.0,0.0,0.0,fx-el,fx
JackwaldOfficial,1,0.30186032275124874,0.0,0.0,0.0,0.0,ss-u,ss
hal.2k,1,0.30284099578960666,0.0,0.0,1.0,0.0,ss-n,ss
MogTurtle,1,0.3029159262699067,0.0,0.0,0.0,0.0,sp-s,sp
bernhoftbret,53,0.30412243829492824,0.05660377358490566,0.05660377358490566,0.11320754716981132,0.24528301886792453,fx-ex,fx
YuliyaP,1,0.30420118022655795,0.0,0.0,0.0,0.0,fx-h,fx
camarin,1,0.30420472202563387,0.0,0.0,0.0,0.0,fx-o,fx
nikerk,25,0.3045116292269223,0.0,0.08,0.08,0.04,fx-m,fx
onedayisa,1,0.3048195278477171,0.0,0.0,0.0,0.0,fx-el,fx
hoshisato,6,0.30483762221679545,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,ss-n,fx
PedroArsky19,2,0.3052461870212082,0.0,0.0,0.0,0.0,fx-m,fx
TheKingler,1,0.30547829250124503,0.0,0.0,0.0,0.0,fx-el,fx
lake_constance,1,0.3057495945398801,0.0,0.0,0.0,0.0,sp-s,sp
schwappo,1,0.30600603581785935,0.0,0.0,0.0,0.0,fx-el,fx
christinedking,1,0.30649566627091385,0.0,0.0,0.0,0.0,fx-m,fx
Robert.Crosley,5,0.30654849321834166,0.0,0.0,0.6,0.2,ss-n,ss
NLB_scratch,1,0.30655171737261167,0.0,0.0,0.0,0.0,fx-h,fx
link4541,1,0.30657049059510716,0.0,0.0,1.0,0.0,fx-m,fx
zazz.sound.design,4,0.30761325946244866,0.0,0.0,1.0,0.0,fx-el,fx
rickismyname,1,0.30806011100659275,0.0,0.0,0.0,0.0,fx-a,fx
Tony_Manc,1,0.3081640395235066,0.0,0.0,0.0,0.0,fx-o,fx
jordantetewsky,1,0.308478639913802,0.0,0.0,1.0,0.0,ss-n,ss
cillareyes12,16,0.3085515395984701,0.0625,0.0,0.0,0.3125,fx-h,fx
dj_rikimaru_tokyo,1,0.3088264975734625,0.0,0.0,0.0,0.0,fx-ex,fx
ysgw,1,0.3089951453038436,0.0,0.0,0.0,0.0,fx-v,fx
mudflea2,5,0.3097743272617023,0.2,0.2,0.2,0.2,ss-u,ss
bharbeta,1,0.3106266745718163,0.0,0.0,0.0,0.0,sp-s,sp
AandGphoto,3,0.31114937598548137,0.0,0.0,0.6666666666666666,0.0,fx-m,fx
kontraamusic,340,0.3119193564203221,0.1264705882352941,0.0058823529411764705,0.8647058823529412,0.1264705882352941,is-p,is
Threes1,4,0.3126409456524483,0.0,0.0,0.75,0.25,ss-u,ss
StaneStane,1,0.31314082668419374,0.0,0.0,0.0,0.0,fx-v,fx
PeterGozz,5,0.31359112548748347,0.0,0.0,0.6,0.0,fx-m,fx
cmann08,1,0.3139461418371246,0.0,0.0,0.0,0.0,fx-el,fx
essentialmiks,1,0.3139608447924332,0.0,0.0,0.0,0.0,m-m,m
Milkybread,7,0.3141574134904707,0.0,0.2857142857142857,0.0,0.2857142857142857,ss-u,ss
dacidmeme,1,0.31442831646789154,0.0,0.0,0.0,0.0,is-k,is
CesarthePro194,1,0.3151913988481958,0.0,0.0,1.0,0.0,fx-el,fx
bogenseeberg,9,0.31549935997218337,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,is-p,is
stickonexvx,7,0.3156256003038264,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,is-e,is
cicikiki,1,0.3157207537484613,0.0,0.0,0.0,0.0,fx-o,fx
gabrielvincensini,11,0.3160339326843204,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.18181818181818182,ss-n,ss
Frostnox,2,0.31708637098077685,0.0,0.0,1.0,0.0,fx-a,fx
anvil278,1,0.3176016486466886,0.0,0.0,0.0,0.0,ss-u,ss
tomwilkinson,3,0.3178193470799587,0.0,0.0,0.3333333333333333,0.0,fx-m,fx
CNDSD,1,0.3180826911153848,0.0,0.0,0.0,0.0,ss-u,ss
sammerz_,2,0.31843261583091675,0.0,0.0,0.5,0.0,fx-m,fx
iam_vimal,1,0.318512257475103,0.0,0.0,1.0,0.0,ss-n,ss
jose m. iñesta,1,0.31918743967188984,0.0,0.0,0.0,0.0,fx-el,fx
Posromaric,3,0.3193658688425942,0.0,0.0,0.0,0.0,ss-n,ss
ZeosPantera,3,0.31938884719487365,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,ss-u,ss
TruliVerse,5,0.3194512018779201,0.2,0.4,0.2,0.2,ss-i,ss
erodrimu,1,0.3194775462404213,0.0,0.0,0.0,0.0,fx-el,fx
Svabror,1,0.3197221086095946,0.0,0.0,1.0,0.0,fx-h,fx
elisfir,4,0.3204206608141955,0.0,0.0,0.0,0.25,fx-el,fx
Willy_Wodka,7,0.32117295420239106,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,fx-el,fx
Tornado_VX,3,0.3212792005233652,0.0,0.0,0.0,0.0,fx-el,fx
Stoniac,9,0.32162197304533635,0.0,0.0,1.0,0.0,fx-m,fx
Lampesaks,2,0.32288959379558657,0.0,0.0,0.0,0.5,fx-o,fx
howdoyouclick,1,0.3230965312885587,0.0,0.0,1.0,0.0,fx-el,fx
CarolinaFarias,1,0.3231047110606716,0.0,0.0,1.0,0.0,fx-h,fx
lematt,34,0.32323698471583945,0.0,0.0,0.9705882352941176,0.0,fx-ex,fx
wjeb,1,0.3234371182073246,0.0,0.0,1.0,0.0,ss-i,ss
saintsoftware,2,0.323535023505757,0.0,0.0,1.0,0.0,fx-m,fx
DaveSeidel,2,0.32357543074729456,0.0,0.0,0.0,0.5,sp-s,sp
RicheyTC,3,0.32388072042599364,0.0,0.0,0.3333333333333333,0.0,sp-s,sp
astro_denticle,26,0.32412201660572276,0.2692307692307692,0.0,0.07692307692307693,0.2692307692307692,m-m,m
Lloyd16,1,0.3247696003199783,0.0,0.0,0.0,0.0,fx-el,fx
british33,6,0.32486922750990344,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,fx-a,fx
gawg_xb,1,0.32506697486060443,0.0,0.0,1.0,0.0,fx-m,fx
wkalmar,3,0.32526357248835414,0.0,0.0,0.0,0.3333333333333333,ss-s,ss
SirSlab,1,0.3253327369059819,0.0,0.0,1.0,0.0,fx-h,fx
fernandogisbert,1,0.32543771593718923,0.0,0.0,1.0,0.0,fx-h,fx
rbnx,1,0.325519785578556,0.0,0.0,0.0,0.0,fx-el,fx
tom_woysky,1,0.32557950654964857,0.0,0.0,1.0,0.0,fx-h,fx
Texmo1,1,0.3256317044329194,0.0,0.0,0.0,0.0,fx-o,fx
SoundsLikeYukon,18,0.32600706650841366,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.16666666666666666,ss-n,ss
.cLAPPS.,14,0.3262791358466641,0.07142857142857142,0.21428571428571427,0.0,0.35714285714285715,fx-ex,fx
erhuskey,2,0.32631747783980514,0.0,0.0,0.5,0.0,fx-h,fx
Roshiimi,1,0.3265321662298269,0.0,0.0,0.0,0.0,fx-o,fx
oscarius3,1,0.32657767562360057,0.0,0.0,1.0,0.0,fx-a,fx
Moulaythami,86,0.32694366254369817,0.0,0.0,0.9883720930232558,0.0,fx-h,fx
Right_Kidney,1,0.327006699266,0.0,0.0,1.0,0.0,fx-h,fx
diskoanni,1,0.32716095499322057,0.0,0.0,1.0,0.0,fx-o,fx
futureecologies,1,0.32725451233408875,0.0,0.0,1.0,0.0,fx-n,fx
paulmegens,6,0.3274753123123992,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,fx-h,fx
PaisajesSonorosUrbanos,4,0.3276724759226914,0.0,0.0,0.25,0.0,ss-i,ss
stampedfalk,39,0.327966098003431,0.02564102564102564,0.15384615384615385,0.02564102564102564,0.23076923076923078,ss-u,ss
Enithipicus,2,0.32840045365942083,0.0,0.0,0.5,0.0,fx-n,fx
rae.flux,1,0.32847695203296645,0.0,0.0,1.0,0.0,fx-el,fx
Ficus_Religiosa,3,0.32885782187359514,0.0,0.0,0.0,0.0,is-p,is
BenParamoreAudio,3,0.32891602215148,0.0,0.0,0.6666666666666666,0.0,fx-o,fx
TommyListens,21,0.32894855694440256,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.23809523809523808,ss-n,fx
Absolute_Lambda,1,0.3295299628570687,0.0,0.0,1.0,0.0,fx-m,fx
skullhouse,7,0.32954198582009386,0.14285714285714285,0.0,0.0,0.14285714285714285,ss-u,ss
EvanSki,1,0.3296675002809048,0.0,0.0,0.0,0.0,fx-el,fx
drdock,13,0.32974000284306765,0.23076923076923078,0.07692307692307693,0.38461538461538464,0.23076923076923078,ss-i,ss
Tonnex,7,0.3299512350817703,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,ss-n,ss
DieUntergang,3,0.3303478595312515,0.0,0.0,0.0,0.3333333333333333,fx-h,fx
cagilb,1,0.33154907979832277,0.0,0.0,1.0,0.0,ss-n,ss
ROHHSADOTCOM,98,0.3318162778315558,0.20408163265306123,0.05102040816326531,0.02040816326530612,0.32653061224489793,fx-el,fx
idontknowagreatname,1,0.33215688211172584,0.0,0.0,1.0,0.0,m-m,m
cloudasmoke,1,0.3323499061649386,0.0,0.0,1.0,0.0,fx-o,fx
knowbuddydrums,4,0.3323984261558779,0.0,0.25,0.0,0.25,is-e,is
Asmorae,1,0.332680277470309,0.0,0.0,1.0,0.0,fx-h,fx
Sanedish,2,0.33270250749409225,0.0,0.0,0.5,0.0,fx-el,fx
danielsorheim,1,0.33271124387052614,0.0,0.0,0.0,0.0,ss-n,ss
lusania,1,0.3328795303580502,0.0,0.0,1.0,0.0,fx-a,fx
loganzsound,20,0.3332033542173557,0.15,0.1,0.2,0.25,is-p,is
SentientMattress,1,0.33342056465728587,0.0,0.0,1.0,0.0,sp-s,sp
Ed_Haa,1,0.3334645607261609,0.0,0.0,1.0,0.0,fx-o,fx
JAMMƳ,6,0.3335738332512852,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,is-k,is
Dcoburn115,3,0.33389796455568493,0.0,0.0,1.0,0.0,m-si,m
BuckFitches,1,0.33426812416950796,0.0,0.0,1.0,0.0,fx-o,fx
CombatGlitchoWombat2012,1,0.3343930222435332,0.0,0.0,0.0,0.0,m-m,m
x-raizor,1,0.3343941765734354,0.0,0.0,1.0,0.0,fx-n,fx
forvibesonly,6,0.33456556253133723,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,m-si,m
felixilefelix,1,0.3348572974932829,0.0,0.0,1.0,0.0,fx-o,fx
Kolya_Petunin,1,0.33509499812298416,0.0,0.0,1.0,0.0,fx-o,fx
Obertmn,1,0.3353012578171646,0.0,0.0,1.0,0.0,ss-n,ss
boredomfounder,1,0.33551460484763507,0.0,0.0,1.0,0.0,fx-m,fx
PixelProphecy,1,0.3355241867896239,0.0,0.0,1.0,0.0,fx-o,fx
p1xol,1,0.33559114502155135,0.0,0.0,1.0,0.0,fx-h,fx
Manuel291998,1,0.33568553368749093,0.0,0.0,1.0,0.0,fx-h,fx
smichalak,1,0.3361585952633618,0.0,0.0,1.0,0.0,fx-o,fx
frodeims,2,0.33622135022706906,0.0,0.0,1.0,0.0,fx-h,fx
KudoShimon,1,0.33695689559746234,0.0,0.0,1.0,0.0,fx-h,fx
guajir0,1,0.33716156063929564,0.0,0.0,0.0,0.0,fx-h,fx
bulkmoerls,1,0.3371690730322803,0.0,0.0,1.0,0.0,fx-o,fx
beefbaby,1,0.33717789926716796,0.0,0.0,0.0,0.0,m-m,m
SonicOddities,4,0.33744453991728274,0.0,0.0,0.75,0.0,fx-o,fx
M0nsterHD,19,0.337738248411923,0.05263157894736842,0.0,0.15789473684210525,0.2631578947368421,fx-h,fx
bratij,1,0.3378652731797683,0.0,0.0,0.0,0.0,fx-o,fx
Devrath_Joshi,3,0.3379091138316435,0.0,0.0,0.6666666666666666,0.0,fx-h,fx
Didierja,1,0.3379220058690715,0.0,0.0,0.0,0.0,fx-o,fx
kaurakahvi,1,0.3379718723692139,0.0,0.0,1.0,0.0,ss-u,ss
MLVF2020,1,0.3382444429822447,0.0,0.0,1.0,0.0,fx-o,fx
HotDJDrops,1,0.33832449142732657,0.0,0.0,0.0,0.0,sp-s,sp
Petermännchen,1,0.33832933095426776,0.0,0.0,1.0,0.0,fx-n,fx
seema_grewal,1,0.3383641074313272,0.0,0.0,1.0,0.0,fx-h,fx
slagathor666,3,0.338424543093339,0.0,0.0,0.0,0.3333333333333333,is-e,ss
Aurelon,2,0.33845265959490534,0.0,0.0,1.0,0.0,fx-m,fx
cptnoremac,1,0.33847842737017364,0.0,0.0,1.0,0.0,fx-h,fx
BryanSaraiva,6,0.33851158342014287,0.0,0.0,1.0,0.0,fx-m,fx
Patricio_San,1,0.3386018234677498,0.0,0.0,1.0,0.0,fx-o,fx
gakumon,1,0.33866282258383085,0.0,0.0,1.0,0.0,fx-o,fx
owlsalt,1,0.33870197484323306,0.0,0.0,0.0,0.0,ss-n,ss
CollageCaron,2,0.33893787458285884,0.0,0.0,1.0,0.0,m-si,m
bearglyph,1,0.338959725228901,0.0,0.0,1.0,0.0,fx-o,fx
adamcreeper,1,0.33898705941811147,0.0,0.0,1.0,0.0,fx-m,fx
neludulgheru,1,0.33902793325359787,0.0,0.0,1.0,0.0,fx-o,fx
jshelfer,1,0.3391474945814448,0.0,0.0,1.0,0.0,fx-m,fx
Br8age,1,0.33940612126189534,0.0,0.0,1.0,0.0,fx-o,fx
rabeladdie,3,0.339753947739897,0.0,0.0,0.3333333333333333,0.0,fx-n,fx
avainquin,1,0.33979056178423034,0.0,0.0,1.0,0.0,fx-h,fx
ivolipa,1,0.33991646385487134,0.0,0.0,1.0,0.0,fx-o,fx
Valentinasworld,1,0.34018891954999997,0.0,0.0,1.0,0.0,fx-h,fx
yO_ey,1,0.34025987576138644,0.0,0.0,1.0,0.0,m-m,m
aileynguyen,2,0.3402773161403553,0.0,0.0,1.0,0.0,fx-h,fx
akaska,1,0.3403204215945186,0.0,0.0,1.0,0.0,fx-o,fx
abhaideb17,1,0.34046674052193376,0.0,0.0,1.0,0.0,fx-el,fx
logant547,1,0.3406804910766035,0.0,0.0,1.0,0.0,fx-ex,fx
MonkT,1,0.3406899493639215,0.0,0.0,1.0,0.0,m-si,m
kurvehein,8,0.3407950648752794,0.125,0.125,0.0,0.375,fx-h,fx
ankitpateldev,1,0.340817933524312,0.0,0.0,1.0,0.0,fx-el,fx
LadyImperatrix,1,0.3410226399321653,0.0,0.0,0.0,0.0,sp-s,sp
Hamzidigital,1,0.34106658069642853,0.0,0.0,1.0,0.0,fx-o,fx
Capt.Jack,7,0.3416074691337311,0.0,0.0,1.0,0.0,fx-m,fx
The_AT5000,1,0.34161997982176157,0.0,0.0,1.0,0.0,fx-h,fx
Nirak-k,2,0.34177820102948897,0.0,0.0,1.0,0.0,sp-s,sp
chechemtungi,1,0.34185395959099996,0.0,0.0,1.0,0.0,fx-el,fx
albahij,1,0.341991934207214,0.0,0.0,0.0,0.0,ss-n,ss
Nyomie,1,0.34199851180701824,0.0,0.0,1.0,0.0,fx-m,fx
Luke_7FPS,15,0.3426260575128299,0.13333333333333333,0.0,0.0,0.2,fx-m,fx
izzint,1,0.34267258762187286,0.0,0.0,1.0,0.0,fx-o,fx
azumarill,11,0.34344725954783684,0.0,0.0,0.5454545454545454,0.0,fx-o,fx
SoundReality,10,0.3434900333193243,0.1,0.0,0.7,0.1,fx-m,fx
Menth,3,0.3440940231217398,0.0,0.0,0.6666666666666666,0.0,fx-o,fx
inspire153,7,0.3442480249319924,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,ss-n,ss
mrkultra,4,0.344571564233026,0.0,0.0,0.0,0.25,fx-a,fx
TannerSound,8,0.34462124956998574,0.25,0.0,0.0,0.25,fx-el,fx
