sound_id,class,confidence,audio_text_sim,audio_class_sim,audio_assigned_label_margin,text_assigned_label_margin,target_high_confidence,class_idx
185755,fx-o,4,0.5912023782730103,0.2063918113708496,0.0462452322244644,0.0450493991374969,1,6
358405,is-w,5,0.5970885157585144,0.1051128506660461,0.0045849159359931,-0.1828699707984924,1,12
358760,is-w,4,0.6300500631332397,-0.0630604997277259,-0.2454594671726226,-0.2800299525260925,1,12
432206,fx-o,4,0.6375951766967773,-0.1609710156917572,-0.3603267073631286,-0.2959286570549011,1,6
80630,sp-s,5,0.5016952753067017,0.20396588742733,0.0723254084587097,-0.0934772789478302,1,18
84090,is-p,5,0.5540440678596497,0.1494060307741165,-0.1010569632053375,-0.117958165705204,1,10
145544,sp-p,4,0.5924870371818542,0.1159988865256309,-0.0824721604585647,-0.2203797847032547,1,17
156796,fx-h,1,0.7156354188919067,-0.1298949271440506,-0.1193017065525055,-0.1251997053623199,0,3
38633,is-p,5,0.2853076756000519,-0.2125571072101593,-0.2355707138776779,-0.2307486236095428,1,10
354592,is-w,5,0.6234925985336304,0.1426848769187927,-0.0090850889682769,-0.0966568738222122,1,12
63352,sp-c,4,0.5861687064170837,0.1987016797065735,0.0250540822744369,0.0435871928930282,1,16
376477,fx-o,4,0.5242947936058044,0.2350936233997345,0.0223483741283416,-0.0391817837953567,1,6
76567,ss-n,4,0.5002074241638184,0.0955650508403778,-0.0579195320606231,-0.0765982344746589,1,20
119764,fx-m,4,0.5070185661315918,0.0896458029747009,-0.0228069573640823,-0.1676923930644989,1,4
35034,sp-c,2,0.5671932697296143,0.1231902167201042,-0.1322090029716491,-0.0408394634723663,0,16
38886,fx-m,1,0.370410680770874,0.0475628972053527,-0.0431367754936218,-0.1381874978542328,0,4
76539,m-m,4,0.1941816061735153,0.2049027383327484,-0.1285204887390136,-0.1349237710237503,1,13
318557,fx-o,3,0.3880661725997925,-0.062893733382225,-0.1755120158195495,-0.253047913312912,0,6
52789,ss-u,3,0.5292847752571106,0.0024523141328245,-0.2344202250242233,-0.2934818863868713,0,22
418422,ss-i,2,0.4092617332935333,-0.1067559495568275,-0.3594579696655273,-0.392023503780365,0,19
239077,m-sp,5,0.3858945965766907,-0.1795092821121215,-0.1736280769109726,0.0576188862323761,1,15
155747,ss-n,4,0.4793817698955536,0.1917140632867813,0.0123418718576431,-0.0871240496635437,1,20
273341,fx-o,4,0.4462237060070038,0.0455177389085292,-0.1307593435049057,-0.0540722571313381,1,6
24840,is-p,3,0.5107516050338745,-0.0005339998169802,-0.2106919139623642,-0.1576080322265625,0,10
126430,fx-n,3,0.2289934754371643,0.2687632739543915,-0.1393381357192993,-0.0594398751854896,0,5
119676,is-w,4,0.5499325394630432,0.1166681870818138,-0.0863452553749084,-0.2432259321212768,1,12
153941,is-s,5,0.5132954120635986,0.1717322766780853,-0.2093917280435562,-0.1296066343784332,1,11
40293,m-si,3,0.5835232138633728,0.2390255630016327,0.0594735890626907,0.0759986042976379,0,14
74217,fx-n,4,0.5153169631958008,0.2987151741981506,0.2112563550472259,0.2333312630653381,1,5
386297,fx-m,4,0.4046452641487121,-0.0518592223525047,-0.1923929303884506,-0.1122198030352592,1,4
216811,m-sp,4,0.4589093923568725,0.0625508725643158,-0.0628670752048492,-0.0872496291995048,1,15
70306,ss-n,4,0.3919467329978943,0.1678294539451599,-0.0322020202875137,-0.1152981668710708,1,20
55511,fx-n,3,0.1863041371107101,0.3804362416267395,0.0479956865310668,0.058071494102478,0,5
234883,fx-o,3,0.462113082408905,0.1212092712521553,-0.0859963148832321,-0.1865274608135223,0,6
187210,ss-u,4,0.527064859867096,-0.0926630273461341,-0.2525659203529358,-0.3202096819877624,1,22
397339,fx-m,4,0.3845454454421997,0.1534508913755417,-0.1938890814781189,-0.1476014852523803,1,4
33563,fx-h,4,0.5496890544891357,-0.008065185509622,-0.1757489144802093,-0.1428836733102798,1,3
55996,is-s,5,0.6140581369400024,0.1671826690435409,-0.2102556079626083,-0.266413539648056,1,11
368566,is-w,4,0.4753006100654602,-0.0425202213227748,-0.2586093544960022,-0.2230250537395477,1,12
