index,split
811456,train
807119,train
799725,train
807543,train
805179,train
815115,train
805913,train
827106,train
814369,train
808416,train
802797,train
832069,train
817107,train
820207,train
831479,train
818743,train
813647,train
799408,train
805174,train
829636,train
797906,train
834664,train
826710,train
801143,train
842681,train
806008,train
806102,train
832023,train
815821,train
800861,train
830776,train
825104,train
842572,train
833423,train
839574,train
843107,train
812891,train
826349,train
803806,train
823757,train
812800,train
820179,train
828629,train
799250,train
798315,train
831696,train
815819,train
832797,train
828110,train
836522,train
818940,train
826706,train
803012,train
837277,train
841692,train
802495,train
811572,train
834273,train
822940,train
805127,train
802599,train
813652,train
837197,train
840069,train
810152,train
817169,train
809501,train
810922,train
812840,train
831680,train
841909,train
835937,train
822920,train
819311,train
841769,train
815362,train
834146,train
798465,train
831248,train
814256,train
837920,train
827927,train
816086,train
811351,train
837570,train
834093,train
807426,train
803587,train
808941,train
839922,train
834781,train
812568,train
809340,train
818247,train
829481,train
834948,train
817236,train
832447,train
827425,train
806133,train
837967,train
812815,train
816920,train
827158,train
831976,train
802858,train
828395,train
839645,train
830752,train
842656,train
813478,train
828850,train
811159,train
812577,train
804891,train
807338,train
823959,train
807191,train
811386,train
839796,train
824254,train
842843,train
810290,train
828396,train
803122,train
826427,train
831463,train
817392,train
822766,train
817606,train
807289,train
802321,train
835419,train
822977,train
836506,train
801071,train
822325,train
800449,train
830674,train
827060,train
806670,train
803276,train
839646,train
799396,train
836283,train
809138,train
811375,train
831442,train
837784,train
829144,train
834365,train
816253,train
800679,train
799030,train
814161,train
838680,train
828482,train
819006,train
838555,train
830739,train
799599,train
827578,train
800543,train
833112,train
819374,train
825128,train
806137,train
806092,train
832117,train
818138,train
822499,train
827668,train
815676,train
815646,train
815843,train
814913,train
830165,train
837724,train
819593,train
810101,train
834823,train
840433,train
837958,train
819691,train
830580,train
808055,train
802396,train
837059,train
833929,train
798389,train
833568,train
839896,train
812035,train
823369,train
820343,train
804836,train
811812,train
840047,train
826690,train
809564,train
833744,train
842311,train
811152,train
840576,train
828197,train
815929,train
799959,train
806475,train
804746,train
801847,train
799816,train
806847,train
813415,train
816237,train
831684,train
839757,train
837488,train
805956,train
811145,train
812542,train
838886,train
839942,train
799812,train
831236,train
842460,train
798841,train
842671,train
799901,train
806619,train
835851,train
825044,train
815359,train
834210,train
798998,train
817784,train
828009,train
801712,train
813956,train
826643,train
824107,train
818412,train
806106,train
810680,train
817918,train
842229,train
803811,train
813235,train
832151,train
825797,train
806603,train
834729,train
799545,train
831336,train
831789,train
826979,train
838547,train
827450,train
824147,train
802478,train
805806,train
799687,train
820146,train
815407,train
826343,train
838490,train
829288,train
819533,train
800037,train
837752,train
801695,train
820240,train
816404,train
812284,train
807054,train
835825,train
801621,train
839432,train
814701,train
808244,train
801479,train
819453,train
801504,train
840024,train
810483,train
802431,train
838001,train
800763,train
812369,train
830995,train
830652,train
809578,train
830425,train
830853,train
805385,train
828381,train
823520,train
817633,train
813027,train
841916,train
837434,train
798541,train
819698,train
798503,train
803116,train
834791,train
815480,train
839535,train
832086,train
808246,train
805773,train
832737,train
810318,train
831200,train
808019,train
836986,train
837701,train
808535,train
831551,train
815751,train
832266,train
806003,train
832785,train
806848,train
801959,train
818187,train
841937,train
798232,train
841805,train
840809,train
811093,train
831761,train
810745,train
820061,train
808105,train
803652,train
826500,train
834546,train
811669,train
812837,train
813211,train
839664,train
822736,train
799198,train
802843,train
833479,train
809196,train
806766,train
825887,train
814506,train
809830,train
826698,train
833164,train
839042,train
815215,train
798649,train
842836,train
842286,train
828594,train
802060,train
809279,train
833497,train
823298,train
818760,train
832245,train
801777,train
835817,train
819668,train
830341,train
830415,train
827638,train
808919,train
831924,train
802916,train
809720,train
822899,train
806537,train
813752,train
836989,train
799997,train
815210,train
839370,train
830741,train
798525,train
805792,train
816876,train
823331,train
809401,train
811373,train
820149,train
801667,train
834215,train
806350,train
822564,train
829176,train
834027,train
839832,train
799272,train
830782,train
835064,train
806140,train
797695,train
815140,train
839751,train
826784,train
829096,train
809114,train
826057,train
803037,train
806068,train
814260,train
836583,train
798895,train
816717,train
830590,train
809803,train
806858,train
820101,train
820253,train
798730,train
822344,train
807903,train
799048,train
810142,train
828494,train
825061,train
841573,train
800291,train
823675,train
808781,train
802745,train
838953,train
800839,train
818420,train
817879,train
828996,train
808181,train
827446,train
834950,train
829341,train
834538,train
803051,train
831376,train
824231,train
826038,train
817161,train
800958,train
801900,train
836706,train
822379,train
827218,train
799291,train
808844,train
801754,train
802014,train
823276,train
828190,train
817861,train
829120,train
831718,train
802027,train
802417,train
829523,train
841798,train
843031,train
840309,train
804679,train
803307,train
807408,train
838760,train
836330,train
824678,train
831711,train
828839,train
833222,train
810503,train
799897,train
815891,train
823268,train
823473,train
820204,train
840777,train
815441,train
827131,train
800871,train
808986,train
835563,train
829206,train
807189,train
803206,train
819452,train
809363,train
798968,train
806517,train
814744,train
823395,train
841699,train
800319,train
828873,train
824211,train
836307,train
818817,train
801645,train
833012,train
819555,train
813232,train
799710,train
806198,train
808289,train
830329,train
810548,train
809660,train
840237,train
818616,train
827343,train
839228,train
807522,train
828459,train
819712,train
808136,train
832730,train
825157,train
828500,train
805027,train
824887,train
808357,train
806763,train
837983,train
800717,train
807193,train
803349,train
809235,train
815915,train
817863,train
824741,train
825769,train
834906,train
811032,train
828917,train
823413,train
823324,train
841903,train
828960,train
837569,train
820016,train
815219,train
826822,train
823380,train
808331,train
842688,train
814187,train
823727,train
824369,train
831437,train
833334,train
823059,train
825713,train
818155,train
810576,train
833959,train
816102,train
825057,train
815865,train
833108,train
835273,train
815408,train
810553,train
800051,train
843072,train
842592,train
819346,train
832969,train
798634,train
812785,train
838765,train
840495,train
802793,train
831189,train
835631,train
832800,train
836732,train
813332,train
815261,train
825916,train
803256,train
801907,train
828818,train
842598,train
825364,train
801642,train
806229,train
836253,train
815431,train
808318,train
841383,train
827765,train
833261,train
817835,train
814638,train
826336,train
803348,train
808702,train
811935,train
834202,train
813763,train
806828,train
838357,train
803305,train
834352,train
806179,train
834309,train
819566,train
807544,train
808334,train
824378,train
810792,train
823753,train
803803,train
835532,train
806656,train
813073,train
800886,train
800446,train
838841,train
805701,train
809430,train
813111,train
817552,train
818337,train
809852,train
810980,train
839302,train
807460,train
834584,train
841895,train
838083,train
825931,train
834541,train
818980,train
809738,train
807557,train
807915,train
810297,train
805742,train
808284,train
824225,train
825601,train
813063,train
826424,train
799325,train
805822,train
811847,train
835641,train
825777,train
806607,train
805267,train
815121,train
813364,train
836526,train
818982,train
828177,train
825212,train
798839,train
816581,train
808126,train
813744,train
819081,train
837325,train
819742,train
823278,train
841315,train
805950,train
805000,train
822755,train
827969,train
820151,train
834138,train
818323,train
801904,train
829047,train
827642,train
801579,train
825112,train
842335,train
838723,train
824780,train
818447,train
801807,train
822926,train
803114,train
835730,train
801725,train
813120,train
843077,train
813283,train
813434,train
819802,train
809455,train
836125,train
817073,train
806584,train
811383,train
801102,train
800433,train
842199,train
803690,train
830734,train
826634,train
827469,train
839387,train
805688,train
820211,train
828711,train
822334,train
804887,train
817304,train
808705,train
806340,train
822949,train
842435,train
808191,train
798418,train
803773,train
831707,train
809857,train
819764,train
832628,train
800883,train
824078,train
834962,train
800201,train
820194,train
799952,train
817578,train
799727,train
815595,train
802347,train
801037,train
831072,train
831013,train
819306,train
810004,train
831640,train
806365,train
814205,train
807807,train
820256,train
816428,train
833284,train
840623,train
827454,train
828891,train
829752,train
835890,train
811795,train
815874,train
798400,train
802723,train
807063,train
827583,train
830874,train
833612,train
809906,train
808374,train
815920,train
832592,train
803371,train
814228,train
814982,train
817685,train
811491,train
836973,train
838607,train
814014,train
812816,train
825367,train
836305,train
799709,train
819483,train
837737,train
807100,train
823284,train
803302,train
814953,train
798764,train
838361,train
813387,train
817010,train
832325,train
800183,train
813612,train
829241,train
812146,train
817600,train
831042,train
816110,train
830829,train
800182,train
810613,train
800750,train
824191,train
798523,train
825407,train
839437,train
806260,train
816107,train
813751,train
839762,train
818269,train
801708,train
806006,train
838984,train
805413,train
818727,train
806178,train
800910,train
803504,train
831964,train
805705,train
807555,train
818306,train
799465,train
833858,train
799373,train
828392,train
824664,train
830295,train
799590,train
830242,train
830858,train
814519,train
837801,train
808251,train
839578,train
798220,train
819433,train
830122,train
806877,train
798201,train
834975,train
799756,train
806119,train
800082,train
815650,train
815082,train
798085,train
810657,train
832352,train
838360,train
838363,train
837172,train
826301,train
833091,train
798617,train
812555,train
799656,train
839272,train
807911,train
826215,train
813724,train
805949,train
834818,train
818991,train
842568,train
824077,train
835680,train
801382,train
835870,train
823438,train
802756,train
833324,train
827067,train
823417,train
827830,train
835387,train
817987,train
819552,train
836272,train
799943,train
835884,train
839103,train
816146,train
841509,train
808460,train
841322,train
814079,train
807849,train
802180,train
801439,train
814327,train
802159,train
833693,train
819234,train
830558,train
822496,train
827079,train
800718,train
826727,train
809854,train
802308,train
827250,train
806764,train
835542,train
825214,train
800978,train
809458,train
829010,train
830965,train
803351,train
826326,train
799564,train
836418,train
800231,train
799137,train
817936,train
816665,train
831702,train
833925,train
799538,train
838999,train
842303,train
840618,train
833144,train
808508,train
800699,train
814939,train
814126,train
799310,train
841202,train
809890,train
813281,train
815404,train
830133,train
800922,train
817116,train
806934,train
839460,train
841320,train
813955,train
814523,train
815889,train
823819,train
