index,split
812894,train
808075,train
840729,train
808887,train
840686,train
811517,train
827767,train
815623,train
807199,train
842425,train
819506,train
838220,train
803702,train
819118,train
811218,train
801622,train
807683,train
802122,train
805347,train
828223,train
824361,train
813149,train
830105,train
827802,train
842568,train
806111,train
811536,train
833568,train
807118,train
799562,train
815552,train
800973,train
836802,train
811494,train
807641,train
836861,train
801650,train
814376,train
829219,train
825369,train
830122,train
825658,train
829394,train
831228,train
816043,train
831422,train
799876,train
837741,train
811239,train
814103,train
808240,train
801243,train
811345,train
840060,train
834606,train
832088,train
811746,train
799695,train
833700,train
817970,train
807900,train
825482,train
839370,train
805431,train
831480,train
819774,train
809497,train
826680,train
828814,train
842149,train
808778,train
801964,train
825733,train
815339,train
831181,train
817032,train
806176,train
798463,train
808574,train
843151,train
823030,train
798383,train
839521,train
825605,train
800356,train
836810,train
818049,train
836221,train
808976,train
838524,train
834732,train
802619,train
809334,train
836732,train
806637,train
798537,train
832858,train
832380,train
829046,train
833817,train
839853,train
816052,train
823403,train
835700,train
838494,train
837125,train
830092,train
830969,train
828881,train
836356,train
830790,train
801645,train
803283,train
827280,train
818554,train
808031,train
807876,train
833105,train
810006,train
841856,train
806343,train
800866,train
799227,train
806406,train
817614,train
838887,train
836999,train
835836,train
823659,train
830726,train
817466,train
802304,train
807002,train
805217,train
836151,train
802506,train
828313,train
842937,train
814641,train
825777,train
805988,train
813677,train
837732,train
799395,train
838765,train
809134,train
836547,train
804785,train
824540,train
835812,train
810208,train
816366,train
829611,train
799078,train
816885,train
818529,train
828719,train
838861,train
797586,train
830737,train
799598,train
826551,train
798343,train
832950,train
838374,train
828231,train
836941,train
813552,train
832827,train
811791,train
838151,train
834210,train
810694,train
810139,train
832289,train
837737,train
805101,train
807035,train
840546,train
813093,train
816239,train
829323,train
828252,train
811585,train
830912,train
836744,train
802383,train
812468,train
805531,train
843240,train
809446,train
813019,train
840637,train
831069,train
833332,train
810906,train
831041,train
827781,train
814365,train
809555,train
823427,train
799597,train
827314,train
814022,train
815172,train
839609,train
814144,train
811217,train
810231,train
830422,train
816111,train
801947,train
824896,train
843271,train
801575,train
832669,train
812090,train
819798,train
816314,train
809142,train
806401,train
813088,train
814602,train
831212,train
823767,train
803835,train
816258,train
810990,train
830929,train
840419,train
812854,train
843177,train
834335,train
806541,train
838883,train
807763,train
836695,train
831789,train
818908,train
841393,train
803948,train
801870,train
800775,train
801408,train
809033,train
807915,train
817966,train
825641,train
803273,train
834370,train
834970,train
827783,train
811092,train
805755,train
809437,train
828773,train
835461,train
799465,train
817164,train
841649,train
837897,train
799428,train
824427,train
824333,train
813377,train
816060,train
829236,train
837335,train
811883,train
841923,train
818919,train
835473,train
814541,train
829499,train
834135,train
828033,train
836494,train
801169,train
801164,train
810941,train
834615,train
801500,train
825844,train
811173,train
808247,train
833543,train
831501,train
811868,train
808924,train
828124,train
809569,train
799499,train
818439,train
832754,train
829302,train
815326,train
799081,train
831269,train
833550,train
836028,train
819458,train
839666,train
800430,train
832787,train
834542,train
829297,train
837228,train
796133,train
838164,train
824958,train
822632,train
825335,train
830653,train
842291,train
839452,train
841466,train
802341,train
803404,train
798217,train
832126,train
840387,train
824403,train
834325,train
838551,train
802514,train
804574,train
813317,train
807469,train
814405,train
830626,train
816745,train
812488,train
815454,train
837777,train
813425,train
826491,train
830472,train
802237,train
822740,train
829342,train
807289,train
824408,train
819162,train
802834,train
841469,train
803584,train
842457,train
825638,train
802633,train
809874,train
815051,train
833182,train
803652,train
815211,train
826714,train
800946,train
842891,train
829300,train
836135,train
807808,train
824162,train
825576,train
818223,train
808789,train
822454,train
799109,train
806577,train
799920,train
838808,train
825585,train
827006,train
833613,train
798548,train
809725,train
810760,train
818776,train
832181,train
836926,train
827600,train
815206,train
814576,train
840216,train
834600,train
805646,train
801128,train
837210,train
809395,train
798365,train
800311,train
807946,train
813116,train
801550,train
810334,train
800372,train
829278,train
825990,train
802950,train
817720,train
828725,train
839803,train
838801,train
839856,train
836940,train
811965,train
817791,train
809117,train
839187,train
837014,train
815415,train
813441,train
814655,train
816679,train
812943,train
830512,train
809811,train
798672,train
826793,train
816208,train
838588,train
802932,train
805894,train
817629,train
839233,train
819329,train
828590,train
819520,train
798195,train
826077,train
803171,train
827517,train
806558,train
804722,train
825101,train
809046,train
802168,train
826869,train
831090,train
834860,train
833525,train
834447,train
842494,train
826770,train
823432,train
799065,train
839673,train
820107,train
813800,train
836266,train
803126,train
817200,train
837076,train
840367,train
813923,train
840111,train
820043,train
832436,train
803591,train
829296,train
805031,train
802007,train
827409,train
841459,train
841789,train
828964,train
800006,train
840666,train
823665,train
802444,train
826651,train
818467,train
836422,train
839543,train
828839,train
827316,train
827292,train
811059,train
815884,train
816881,train
831325,train
819847,train
840774,train
807542,train
807539,train
816710,train
823185,train
805601,train
802180,train
804458,train
825033,train
813110,train
809353,train
803775,train
822736,train
823818,train
826377,train
830442,train
820137,train
810408,train
842245,train
836202,train
813744,train
802462,train
798884,train
838703,train
816128,train
802719,train
808129,train
835724,train
799983,train
836753,train
809656,train
840124,train
801538,train
805858,train
843022,train
841198,train
825879,train
832723,train
839684,train
817396,train
817145,train
841703,train
840057,train
811740,train
830184,train
802714,train
825016,train
824354,train
837420,train
835636,train
842350,train
841781,train
805043,train
800180,train
802871,train
798507,train
842734,train
824852,train
832574,train
807160,train
842479,train
826112,train
839483,train
819408,train
815216,train
826887,train
805848,train
813057,train
843094,train
811393,train
814681,train
842148,train
828153,train
814678,train
806196,train
836227,train
818926,train
811331,train
829221,train
811850,train
799742,train
839529,train
836417,train
836176,train
817068,train
816480,train
842057,train
830752,train
823816,train
842030,train
835224,train
820030,train
830208,train
811911,train
827583,train
843146,train
831239,train
832797,train
840456,train
831499,train
838954,train
817528,train
834724,train
839794,train
814482,train
822657,train
825262,train
831241,train
838129,train
841481,train
811246,train
825698,train
803890,train
839616,train
801155,train
805034,train
806843,train
811038,train
839090,train
803375,train
824079,train
806626,train
808490,train
823686,train
811482,train
835850,train
832991,train
811495,train
801709,train
834064,train
800315,train
817142,train
826387,train
807526,train
838476,train
823029,train
814058,train
831377,train
806231,train
805208,train
815085,train
810265,train
836579,train
816369,train
809129,train
820170,train
824152,train
834273,train
837460,train
825963,train
816260,train
814143,train
798551,train
837352,train
805414,train
835527,train
825922,train
841586,train
809742,train
813885,train
842955,train
835044,train
804959,train
828528,train
825167,train
833458,train
835291,train
833408,train
807786,train
837039,train
807142,train
811305,train
824646,train
839782,train
800993,train
828010,train
828847,train
814769,train
810045,train
824830,train
824392,train
836990,train
811042,train
812562,train
832978,train
799368,train
838204,train
805336,train
806119,train
812492,train
805981,train
804997,train
840052,train
816224,train
817612,train
842514,train
805666,train
804858,train
802559,train
807966,train
807374,train
817497,train
829072,train
830319,train
815864,train
825834,train
840086,train
819865,train
818414,train
837564,train
812563,train
800823,train
836380,train
811262,train
842133,train
809432,train
809405,train
831005,train
810593,train
819994,train
815642,train
803917,train
834643,train
818608,train
804614,train
831044,train
813509,train
817109,train
815017,train
798789,train
820165,train
816494,train
802653,train
818184,train
824266,train
810486,train
829843,train
803352,train
811687,train
803699,train
832039,train
840542,train
802852,train
808998,train
836170,train
802303,train
808083,train
804939,train
798623,train
803056,train
820144,train
839419,train
817561,train
807944,train
831993,train
802330,train
798745,train
807945,train
823687,train
808786,train
841322,train
799288,train
823175,train
814699,train
806602,train
801582,train
835754,train
819739,train
826792,train
842977,train
840448,train
800262,train
813940,train
841897,train
822706,train
805329,train
805306,train
841644,train
805636,train
838901,train
805393,train
809908,train
808374,train
833197,train
823594,train
802239,train
806934,train
829509,train
808316,train
839219,train
803444,train
801493,train
827405,train
801403,train
839443,train
807064,train
835314,train
840035,train
799875,train
835716,train
810904,train
803708,train
815188,train
800273,train
835373,train
811368,train
805313,train
813332,train
830272,train
841457,train
824509,train
834006,train
811695,train
814379,train
834084,train
806880,train
813711,train
798108,train
813252,train
832101,train
834972,train
827978,train
818577,train
811737,train
813387,train
798938,train
829514,train
805534,train
813549,train
801876,train
798277,train
809856,train
841413,train
834221,train
825396,train
835316,train
829341,train
835807,train
810617,train
810161,train
815638,train
810044,train
799376,train
804683,train
805350,train
801674,train
799348,train
822969,train
811978,train
824667,train
825536,train
834522,train
826957,train
826549,train
826309,train
813360,train
840879,train
798820,train
841310,train
836839,train
830199,train
805767,train
801926,train
799265,train
822872,train
836187,train
808726,train
804700,train
805856,train
839098,train
811929,train
812405,train
800458,train
811044,train
824095,train
831989,train
838566,train
825740,train
802712,train
805967,train
834859,train
805270,train
842566,train
826306,train
811235,train
801375,train
810528,train
802269,train
803711,train
808287,train
806088,train
842726,train
827045,train
798891,train
828806,train
823332,train
811865,train
831686,train
833986,train
832506,train
813453,train
831949,train
823819,train
805318,train
805297,train
837340,train
807829,train
840730,train
814702,train
831014,train
833346,train
832184,train
827015,train
816107,train
843017,train
810132,train
822460,train
832543,train
841699,train
801925,train
813421,train
808479,train
831998,train
832306,train
809453,train
807845,train
798091,train
840050,train
812784,train
840047,train
841968,train
827934,train
813990,train
802500,train
805808,train
824104,train
819478,train
839604,train
819719,train
806072,train
813394,train
812878,train
819543,train
800597,train
818176,train
833226,train
839047,train
830326,train
818405,train
838630,train
815404,train
827182,train
808382,train
832435,train
827749,train
825626,train
806241,train
799167,train
826459,train
815883,train
836967,train
839180,train
824769,train
805653,train
841167,train
811928,train
802849,train
808712,train
838417,train
825753,train
834674,train
814529,train
840811,train
836510,train
812360,train
827069,train
829948,train
835033,train
838536,train
825034,train
843098,train
806021,train
818462,train
807917,train
835483,train
820175,train
835098,train
813076,train
830988,train
822992,train
804974,train
807189,train
808823,train
830418,train
802876,train
798788,train
798179,train
831060,train
802877,train
802695,train
838049,train
840511,train
808760,train
811560,train
828628,train
813789,train
802399,train
802223,train
828957,train
817988,train
801906,train
835891,train
817725,train
802601,train
819724,train
831317,train
841241,train
804772,train
839756,train
809904,train
806568,train
824962,train
803456,train
805581,train
804964,train
801712,train
838519,train
815081,train
815533,train
828382,train
807016,train
799423,train
806272,train
809342,train
835507,train
843058,train
806936,train
800820,train
830448,train
828423,train
829359,train
838212,train
819433,train
804691,train
842401,train
811852,train
837565,train
801831,train
834591,train
824876,train
842258,train
840192,train
802085,train
836724,train
820192,train
824784,train
815476,train
827245,train
828676,train
814569,train
835720,train
817809,train
824802,train
833691,train
796225,train
837921,train
812005,train
824040,train
806573,train
835257,train
808476,train
800225,train
832240,train
807057,train
797695,train
842000,train
838940,train
806255,train
813156,train
842505,train
842890,train
811587,train
811191,train
802347,train
834071,train
815463,train
817702,train
842252,train
801031,train
835906,train
839263,train
840877,train
824116,train
829200,train
827193,train
798240,train
814770,train
815951,train
808231,train
835492,train
839522,train
826966,train
807423,train
825645,train
834895,train
808006,train
815698,train
815905,train
836495,train
806330,train
810886,train
830294,train
807115,train
807785,train
818301,train
843071,train
798922,train
834749,train
828019,train
834913,train
825407,train
842203,train
832681,train
840373,train
809967,train
840635,train
841248,train
812806,train
801786,train
803008,train
823715,train
801372,train
823947,train
809065,train
800036,train
812015,train
799673,train
835105,train
798446,train
836723,train
831374,train
839864,train
810836,train
808048,train
810456,train
802251,train
801134,train
803510,train
827948,train
836935,train
801742,train
817856,train
833932,train
834393,train
836860,train
805456,train
808185,train
828975,train
815180,train
814613,train
806535,train
830704,train
829623,train
800906,train
830951,train
835113,train
836344,train
825702,train
809568,train
839575,train
824100,train
837229,train
832488,train
830999,train
823723,train
831527,train
831642,train
833802,train
808872,train
837764,train
812467,train
812832,train
813111,train
830494,train
827644,train
826333,train
829794,train
811700,train
807255,train
798337,train
825878,train
808282,train
809438,train
823714,train
838194,train
806379,train
832108,train
834553,train
818154,train
817538,train
813820,train
800136,train
800229,train
832716,train
842243,train
833122,train
798639,train
812099,train
841502,train
809068,train
817274,train
822691,train
808602,train
822556,train
835641,train
835588,train
839948,train
814014,train
838365,train
806003,train
801315,train
803896,train
810472,train
801902,train
833564,train
816141,train
800140,train
841746,train
827355,train
839431,train
837002,train
807204,train
835006,train
798812,train
815518,train
831116,train
842231,train
808003,train
841300,train
822895,train
813717,train
813855,train
827290,train
803559,train
815683,train
836483,train
802634,train
826216,train
833200,train
819492,train
806076,train
799264,train
797948,train
824571,train
842008,train
842754,train
841386,train
814890,train
809349,train
831338,train
806774,train
823945,train
828097,train
832290,train
834438,train
831695,train
842159,train
816916,train
799268,train
805530,train
803372,train
800139,train
816434,train
836586,train
808482,train
807843,train
833292,train
832009,train
841165,train
800298,train
801433,train
831140,train
830767,train
824419,train
805070,train
812412,train
827930,train
819346,train
842865,train
810238,train
798984,train
833419,train
802765,train
840631,train
838657,train
814753,train
822682,train
836843,train
829270,train
828224,train
800081,train
798082,train
838442,train
812251,train
826971,train
805363,train
841186,train
815251,train
817993,train
829202,train
834882,train
811555,train
822690,train
824775,train
828240,train
799762,train
818775,train
823535,train
803295,train
824602,train
839763,train
801037,train
829935,train
803058,train
807605,train
801017,train
808982,train
819065,train
836825,train
824455,train
838310,train
810943,train
805950,train
806257,train
832087,train
828809,train
808891,train
827578,train
832521,train
800835,train
798292,train
831655,train
836720,train
835920,train
824843,train
825750,train
813794,train
814471,train
799058,train
835427,train
813757,train
833922,train
817033,train
818602,train
839454,train
814593,train
824220,train
832550,train
812905,train
802928,train
801553,train
816687,train
834069,train
840210,train
805201,train
809133,train
832864,train
808101,train
832709,train
805740,train
813873,train
838036,train
822500,train
816566,train
812215,train
838312,train
805753,train
816143,train
825036,train
812839,train
814310,train
807846,train
837425,train
811024,train
798626,train
808506,train
809143,train
835328,train
841796,train
800423,train
819776,train
827764,train
842063,train
830106,train
827368,train
800577,train
798871,train
813663,train
807870,train
831444,train
833950,train
837494,train
803950,train
837874,train
814879,train
843188,train
813508,train
839273,train
805183,train
838908,train
816772,train
813951,train
836714,train
842871,train
824459,train
835170,train
823829,train
813281,train
819837,train
809043,train
815696,train
834921,train
825019,train
811131,train
840159,train
838507,train
815200,train
825138,train
839553,train
807052,train
835649,train
805677,train
818987,train
804860,train
823592,train
819938,train
803609,train
811373,train
825581,train
807114,train
833362,train
830147,train
818865,train
834642,train
816285,train
834817,train
830496,train
802158,train
799158,train
831324,train
818141,train
815304,train
811614,train
808640,train
803322,train
834987,train
829834,train
837867,train
811208,train
801285,train
799424,train
803820,train
827332,train
801016,train
800979,train
825976,train
826618,train
827268,train
802342,train
800055,train
829536,train
818368,train
814124,train
804706,train
802400,train
828700,train
824350,train
839231,train
838975,train
841635,train
807684,train
802937,train
819087,train
835330,train
823694,train
818904,train
799103,train
823084,train
817471,train
839579,train
842958,train
814104,train
829208,train
841886,train
809475,train
812803,train
829396,train
802615,train
825987,train
824108,train
800543,train
820195,train
839066,train
831094,train
831407,train
808215,train
827187,train
817204,train
814499,train
842158,train
828695,train
810140,train
800971,train
807372,train
